,Depot,"Spjelkavik, 6010 Ålesund",APOTEKERGATA 5,"Parkgata 2, 6003 Ålesund",Alnes Fyr og opplevelsessenter,Anno,Atlanterhavsparken,"Tennfjord, 6264 Tennfjord","Ålesund, 6002 Ålesund",Blindheim omsorgssenter,"Valderøy, 6050 Valderøya",Brooklyn - 24 / 26,Bunnpris Brattvåg,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Sjøholt,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy","Eidsgata 12, 6770 Nordfjordeid","Volda, 6100 Volda","Dregesvegen 2, 6200 Stranda","Ålesund, 6008 Ålesund",Ebbegarden barnehage,"Eidet, 6008 Ålesund",Ellingsøy barnehage,Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Grodås, 6698 Hornindal",Felleskjøpet Stryn,Felleskjøpet Ålesund,"Nordfjordeid, 6770 Nordfjordeid","Nordfjordeid, 6770 Nordfjordeid","Valderhaug, 6050 Valderøya","Hatlahaugen, Ålesund","Gate 1, 6718 Deknepollen","Hellesylt, 6218 Hellesylt",Helsehuset Stella Maris,"Sjukehusveien 14, 6770 Nordfjordeid",Isehaug kafeteria,"Haramsøya, 6270 Brattvåg",Godøya post i butikk,Joker Hjelledalen,Joker Stordal,Joker Tomrefjord,Joker Vatne,Vigra post i butikk,"Ulsteinvik, 6065 Ulsteinvik",Kiwi Meieribygget Ørsta,SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,"Eggesbønes, 6008 Ålesund",Kiwi Deknepollen,NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Matstova,Meny Fosnavåg,LERSTADVEGEN 291,"Sula, 6030 Langevåg",minibakeriet,"Måløy, 6700 Måløy","Valldal, 6210 Valldal","Måløy, 6700 Måløy",Naustet Grill,"Innviksvegen, 6793 Innvik","Skateflukaia, 6002 Ålesund",Nordfjord hotell,Nørve barnehage,Obs Bygg Digernes,"Oldeide, 6718 Deknepollen",Quality Hotel Ulstein,KONGENS GATE 6,"Remmemsvik, 6264 Tennfjord","Langelandsvegen 47, 6010 Ålesund","Storgata 16, 6002 Ålesund",Sjøbua,"Sjøholt, 6240 Sjøholt",Sjøkanten Café,Skodje barnehage,"Stranda, 6200 Stranda",SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spjelkavikvegen 61,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,"Keiser Wilhelms gate 29, 6003 Ålesund",Spjelkavik omsorgssenter,"Ålesund lufthavn, 6040 Vigra",St1 Ulsteinvik,St1 Vestnes,St1 Ørskog,Stette barnehage,"Strandafjellet, 6200 Stranda","Stryn, 6783 Stryn","Vigra, 6040 Vigra",Sylteormen bakeri og kafe,Mai Thai Massage,Trankokeriet Antikk,"Longva, 6264 Tennfjord","Vestnes, 6390 Vestnes","Ålesund, 6002 Ålesund",St1 Valldal,Valldal sjukeheim,Valle barnehage,Vartdal helsetun,Vigra barnehage,"Vigra, 6040 Vigra",Volda Campus SpareBank 1 Arena,"Ålesund, 6003 Ålesund",Åse helsehus
LERSTADVEGEN 545,614.4,249.6,867.8,896.3,2064.9,857.5,1242.3,1551.9,884.4,444.5,1142.6,812.9,2145.2,9865.6,8371.0,2636.3,665.7,11320.2,1757.8,8169.9,864.2,3358.8,1429.0,4567.4,1344.1,1151.0,4806.6,4195.6,872.8,8269.2,4940.8,4115.3,660.4,685.4,731.8,1092.5,407.7,2626.2,587.8,185.6,1929.0,1619.6,4148.7,851.2,2134.7,5888.1,8210.0,162.0,8341.1,8292.1,1634.8,712.5,11196.4,5420.2,3233.3,8312.1,8208.5,3223.1,1680.3,9330.5,2998.6,3182.1,1534.9,1916.6,3380.3,4117.2,765.8,1258.6,4966.1,1964.2,1088.2,687.0,165.6,663.4,10968.2,624.5,524.2,1160.8,4063.5,8167.9,3358.1,850.7,3901.4,1316.5,906.7,0.0,3222.3,8264.1,647.2,134.4,4124.1,9394.9,5174.4,412.1,1372.0,8330.7,11201.6,4595.3,11207.7,4814.7,11724.1,981.7,8276.7,655.1,863.5,11594.4,3428.8,841.1,4204.9,1396.4,853.3,886.7,1522.6,8378.1,1178.5,4065.9,535.9,1695.0,5012.2,6841.5,4403.1,1377.7,166.9,3919.9,2438.7,3509.0,3293.3,4599.6,2888.1,4905.4,379.6,889.9,151.0,1630.9,3448.5,3235.1,1742.5,1192.4,4101.6,8187.4,1813.3,4598.5,881.0,901.9,4177.1,3331.6,824.9,4591.5,4629.6,1075.5,2645.3,1857.5,1886.0,4906.3,744.6,461.6
Kiwi Vestnes,3724.1,3359.3,4006.4,4034.9,5203.5,3996.1,4380.9,2628.7,4023.0,3554.2,4281.2,3951.5,3505.9,12975.3,11361.0,5746.0,3804.3,14429.9,1533.1,10511.1,4002.8,6468.5,4567.6,4132.1,2698.6,4260.7,7916.3,7305.3,2512.0,11259.2,8050.5,5779.7,3799.0,3230.5,3870.4,4153.5,3508.8,5735.9,3726.4,3295.3,4146.8,4758.2,7258.4,3989.8,3495.4,8997.8,10551.2,3300.6,11331.1,11282.1,4773.4,3851.1,14306.1,7432.5,28.6,11302.1,10549.7,4583.8,4818.9,8895.2,2563.3,796.2,2512.2,5055.2,6490.0,7226.9,3904.4,2214.9,8075.8,4182.0,4226.8,3825.6,3294.1,3802.0,14077.9,3763.1,3354.7,4270.5,5765.8,10509.1,6467.8,3989.3,7011.1,4426.2,4045.3,3201.2,0.0,11310.8,3756.9,3244.1,7233.8,9407.6,8284.1,3550.7,4481.7,11320.7,14311.3,4160.0,14317.4,7924.4,14065.3,4120.3,11266.7,3793.7,2502.7,14704.1,6538.5,3979.7,5565.6,3860.4,3991.9,4025.3,2308.7,11368.1,2358.8,5730.3,3645.6,3427.0,8121.9,9182.7,7512.8,4487.4,3295.4,5982.7,3799.4,895.5,6403.0,4164.3,5997.8,8015.1,3489.3,4028.5,3260.7,4769.5,6558.2,30.4,1540.5,2801.2,5862.7,10528.6,4951.9,4163.2,4019.6,4040.5,5537.8,121.2,3963.5,4156.2,4194.3,2326.8,5755.0,4996.1,5024.6,8016.0,3883.2,3571.3
Kiwi Nordfjordeid,7472.2,7598.0,8370.5,8399.0,9567.6,8360.2,8745.0,9101.5,8387.1,7511.7,8645.3,8315.6,9694.8,2016.6,193.8,5505.9,8168.4,3518.6,9307.4,2726.4,8366.9,4901.1,8931.7,8632.4,8893.7,7742.5,2956.6,3661.0,8422.4,151.1,3117.2,5648.2,8163.1,7752.6,8234.5,8595.2,7474.9,5502.7,8090.5,7582.7,7402.0,9122.3,3574.0,8353.9,9684.3,2378.1,2766.5,7664.7,222.8,180.4,9137.5,8215.2,3394.8,3876.7,10782.9,200.4,2765.0,10772.7,9183.0,4462.3,8767.7,10731.7,9084.5,9419.3,4918.5,3581.2,8268.5,8808.2,3116.1,7412.2,8590.9,8189.7,7571.6,8166.1,3166.6,8122.8,7591.4,7752.3,5596.4,2724.4,4900.4,8353.4,4657.4,7908.0,8409.4,7675.6,10771.9,0.0,8063.6,7594.5,3589.6,3951.4,5930.4,7910.4,7963.5,194.8,3400.0,8660.3,3406.1,2964.7,5015.2,8484.4,199.5,8157.8,8413.1,3792.8,4893.4,8343.8,11754.5,8899.1,8356.0,8389.4,9072.2,226.2,8728.1,5598.8,7134.8,9197.7,5768.2,2176.9,3367.6,7969.2,7546.1,5553.4,9988.3,11058.6,4976.5,8664.6,4814.1,3099.4,7794.5,8392.6,7604.4,9133.6,4949.4,10784.7,9292.1,8742.0,5684.8,2743.9,9316.0,8663.5,8383.7,8404.6,11726.7,10881.2,8327.6,8656.5,8694.6,8625.1,5080.4,9360.2,9388.7,3056.3,8247.3,7838.8
SMEDGARDEN 1,982.7,497.6,617.6,646.1,1814.7,607.3,992.1,2077.0,634.2,812.8,892.4,562.7,2670.3,10233.9,8739.3,3004.6,415.5,11688.5,2282.9,8538.2,614.0,3727.1,1178.8,5092.5,1869.2,1519.3,5174.9,4563.9,1397.9,8637.5,5309.1,4483.6,410.2,1053.7,481.6,842.3,776.0,2994.5,302.4,531.1,2297.3,1369.4,4517.0,601.0,2659.8,6256.4,8578.3,637.3,8709.4,8660.4,1384.6,462.3,11564.7,5788.5,3758.4,8680.4,8576.8,3748.2,1430.1,9855.6,3523.7,3707.2,2060.0,1666.4,3748.6,4485.5,515.6,1783.7,5334.4,2332.5,838.0,436.8,607.6,395.0,11336.5,233.1,892.5,1529.1,4431.8,8536.2,3726.4,600.5,4269.7,1684.8,656.5,659.6,3747.4,8632.4,0.0,552.4,4492.4,9763.2,5542.7,346.0,1740.3,8699.0,11569.9,5120.4,11576.0,5183.0,12092.4,731.5,8645.0,386.7,1388.6,11962.7,3797.1,590.9,4730.0,1146.2,603.1,636.5,2047.7,8746.4,1703.6,4434.2,904.2,1444.8,5380.5,7209.8,4771.4,1746.0,582.1,4288.2,2963.8,4034.1,3661.6,5124.7,3256.4,5273.7,351.4,639.7,545.9,1380.7,3816.8,3760.2,2267.6,1717.5,4469.9,8555.7,1563.1,5123.6,630.8,651.7,4702.2,3856.7,574.7,5116.6,5154.7,1600.6,3013.6,1607.3,1635.8,5274.6,494.4,327.5
"Vallekrysset, 6013 Ålesund",531.9,139.9,841.4,869.9,2038.5,831.1,1215.9,1572.4,858.0,362.0,1116.2,786.5,2165.7,9783.1,8288.5,2553.8,639.3,11237.7,1778.3,8087.4,837.8,3276.3,1402.6,4587.9,1364.6,1068.5,4724.1,4113.1,893.3,8186.7,4858.3,4032.8,634.0,602.9,705.4,1066.1,325.2,2543.7,561.4,75.9,1846.5,1593.2,4066.2,824.8,2155.2,5805.6,8127.5,135.6,8258.6,8209.6,1608.4,686.1,11113.9,5337.7,3253.8,8229.6,8126.0,3243.6,1653.9,9351.0,3019.1,3202.6,1555.4,1890.2,3297.8,4034.7,739.4,1279.1,4883.6,1881.7,1061.8,660.6,112.2,637.0,10885.7,598.1,441.7,1078.3,3981.0,8085.4,3275.6,824.3,3818.9,1234.0,880.3,146.5,3242.8,8181.6,537.5,0.0,4041.6,9312.4,5091.9,385.7,1289.5,8248.2,11119.1,4615.8,11125.2,4732.2,11641.6,955.3,8194.2,628.7,884.0,11511.9,3346.3,814.7,4225.4,1370.0,826.9,860.3,1543.1,8295.6,1199.0,3983.4,453.4,1668.6,4929.7,6759.0,4320.6,1295.2,113.5,3837.4,2459.2,3529.5,3210.8,4620.1,2805.6,4822.9,269.9,863.5,41.3,1604.5,3366.0,3255.6,1763.0,1212.9,4019.1,8104.9,1786.9,4619.0,854.6,875.5,4197.6,3352.1,798.5,4612.0,4650.1,1096.0,2562.8,1831.1,1859.6,4823.8,718.2,351.9
"Ørsta, 6150 Ørsta",3907.2,4033.0,4805.5,4834.0,6002.6,4795.2,5180.0,5536.5,4822.1,3946.7,5080.3,4750.6,6129.8,6070.2,4246.9,2672.7,4603.4,7572.2,5742.4,4045.8,4801.9,2067.9,5366.7,8552.0,5328.7,4177.5,719.7,123.6,4857.4,4145.1,853.9,5872.8,4598.1,4187.6,4669.5,5030.2,3909.9,2669.5,4525.5,4017.7,4241.2,5557.3,61.8,4788.9,6119.3,1764.0,4085.9,4099.7,4217.0,4168.0,5572.5,4650.2,7448.4,4101.3,7217.9,4188.0,4084.4,7207.7,5618.0,5781.7,6983.2,7166.7,5519.5,5854.3,2085.3,43.8,4703.5,5243.2,879.2,4251.4,5025.9,4624.7,4006.6,4601.1,7220.2,4557.8,4026.4,4187.3,5821.0,4043.8,2067.2,4788.4,1824.2,4343.0,4844.4,4110.6,7206.9,4140.0,4498.6,4029.5,0.0,5270.8,3097.2,4345.4,4398.5,4206.6,7453.6,8579.9,7459.7,727.8,7600.0,4919.4,4152.6,4592.8,4848.1,7846.4,2060.2,4778.8,8189.5,5334.1,4791.0,4824.4,5507.2,4254.0,5163.1,5823.4,3569.8,5632.7,2935.0,2717.4,316.2,4404.2,3981.1,5778.0,6423.3,7493.6,2143.3,8584.2,1249.1,818.5,4229.5,4827.6,4039.4,5568.6,2116.2,7219.7,5727.1,5177.0,5909.4,4063.3,5751.0,8583.1,4818.7,4839.6,8161.7,7316.2,4762.6,8576.1,8614.2,5060.1,1515.4,5795.2,5823.7,819.4,4682.3,4273.8
Matstova,9168.1,9293.9,10066.4,10094.9,11263.5,10056.1,10440.9,9813.9,10083.0,9207.6,10341.2,10011.5,10407.2,5882.3,4002.3,7278.4,9864.3,7384.3,8186.3,1237.9,10062.8,6673.6,10627.6,5820.7,9606.1,9438.4,4665.3,5383.9,9165.2,3900.5,4590.6,6059.2,9859.0,9145.5,9930.4,10291.1,9170.8,7275.2,9786.4,9278.6,7813.0,10818.2,5274.9,10049.8,10396.7,3495.4,1289.5,9360.6,3972.4,3923.4,10833.4,9911.1,7260.5,4287.7,9441.5,3943.4,1252.0,11485.1,10878.9,538.9,6891.8,10201.2,9796.9,11115.2,6691.0,5304.1,9964.4,8868.1,4589.5,7823.2,10286.8,9885.6,9267.5,9862.0,7032.3,9818.7,9269.7,9448.2,6007.4,1250.9,6672.9,10049.3,6429.9,9603.9,10105.3,9371.5,9430.5,3952.1,9759.5,9290.4,5260.9,0.0,7702.9,9606.3,9659.4,3962.0,7265.7,5848.6,7271.8,4652.6,4833.6,10180.3,3908.0,9853.7,9155.9,7658.5,6665.9,10039.7,12466.9,10513.6,10051.9,10085.3,8961.9,4009.4,9012.0,6009.8,8830.7,10080.2,7540.7,2587.9,5140.1,9665.1,9242.0,5964.4,10700.7,9449.7,6749.0,5852.9,6510.0,4606.3,9490.4,10088.5,9300.3,10829.5,6721.9,9443.3,8193.7,9454.4,6095.8,1218.0,11011.9,5851.8,10079.6,10100.5,12439.1,9539.8,10023.5,5844.8,5882.9,8980.0,6776.3,11056.1,11084.6,4567.3,9943.2,9534.7
Meny Fosnavåg,5012.7,5138.5,5911.0,5939.5,7108.1,5900.7,6285.5,6642.0,5927.6,5052.2,6185.8,5856.1,7235.3,7338.2,6681.7,2614.8,5708.9,8792.8,6847.9,6480.6,5907.4,2010.0,6472.2,9657.5,6434.2,5022.0,3053.9,3173.8,5962.9,6579.9,3188.1,8307.6,5703.6,5293.1,5775.0,6135.7,5015.4,2611.6,5631.0,5123.2,6536.7,6662.8,3086.8,5894.4,7224.8,4198.8,6520.7,5205.2,6651.8,6602.8,6678.0,5755.7,8669.0,6536.1,8323.4,6622.8,6519.2,8313.2,6723.5,8216.5,8088.7,8272.2,6625.0,6959.8,2027.4,3094.0,5809.0,6348.7,3213.4,6571.9,6131.4,5730.2,5112.1,5706.6,8440.8,5663.3,5131.9,5031.8,8255.8,6478.6,2009.3,5893.9,1362.3,5187.5,5949.9,5216.1,8312.4,6574.8,5604.1,5135.0,3102.4,7705.6,0.0,5450.9,5243.0,6641.4,8674.2,9685.4,8680.3,3062.0,10034.8,6024.9,6587.4,5698.3,5953.6,9067.0,2002.3,5884.3,9295.0,6439.6,5896.5,5929.9,6612.7,6688.8,6268.6,8258.2,4675.3,6738.2,195.0,5152.2,2889.3,5248.7,5086.6,8212.8,7528.8,8599.1,2085.4,9689.7,4326.9,3152.7,5335.0,5933.1,5144.9,6674.1,2058.3,8325.2,6832.6,6282.5,8344.2,6498.1,6856.5,9688.6,5924.2,5945.1,9267.2,8421.7,5868.1,9681.6,9719.7,6165.6,4593.2,6900.7,6929.2,3153.6,5787.8,5379.3
LERSTADVEGEN 291,840.3,355.2,605.2,633.7,1802.3,594.9,979.7,1881.8,621.8,670.4,880.0,550.3,2475.1,10091.5,8596.9,2862.2,403.1,11546.1,2087.7,8395.8,601.6,3584.7,1166.4,4897.3,1674.0,1376.9,5032.5,4421.5,1202.7,8495.1,5166.7,4341.2,397.8,911.3,469.2,829.9,633.6,2852.1,325.2,388.7,2154.9,1357.0,4374.6,588.6,2464.6,6114.0,8435.9,388.1,8567.0,8518.0,1372.2,449.9,11422.3,5646.1,3563.2,8538.0,8434.4,3553.0,1417.7,9660.4,3328.5,3512.0,1864.8,1654.0,3606.2,4343.1,503.2,1588.5,5192.0,2190.1,825.6,424.4,463.8,400.8,11194.1,271.2,750.1,1386.7,4289.4,8393.8,3584.0,588.1,4127.3,1542.4,644.1,410.4,3552.2,8490.0,352.0,376.3,4350.0,9620.8,5400.3,0.0,1597.9,8556.6,11427.5,4925.2,11433.6,5040.6,11950.0,719.1,8502.6,392.5,1193.4,11820.3,3654.7,578.5,4534.8,1133.8,590.7,624.1,1852.5,8604.0,1508.4,4291.8,761.8,1432.4,5238.1,7067.4,4629.0,1603.6,439.7,4145.8,2768.6,3838.9,3519.2,4929.5,3114.0,5131.3,209.0,627.3,392.9,1368.3,3674.4,3565.0,2072.4,1522.3,4327.5,8413.3,1550.7,4928.4,618.4,639.3,4507.0,3661.5,562.3,4921.4,4959.5,1405.4,2871.2,1594.9,1623.4,5132.2,482.0,185.1
"Sula, 6030 Langevåg",1182.1,1307.9,2080.4,2108.9,3277.5,2070.1,2454.9,2811.4,2097.0,1221.6,2355.2,2025.5,3404.7,9895.3,8660.6,2666.0,1878.3,11349.9,3017.3,8459.5,2076.8,3388.5,2641.6,5826.9,2603.6,249.4,5096.2,4485.2,2132.3,8558.8,5230.4,4892.4,1873.0,1462.5,1944.4,2305.1,1184.8,2655.9,1800.4,1292.6,2706.1,2832.2,4438.3,2063.8,3394.2,6177.7,8499.6,1374.6,8630.7,8581.7,2847.4,1925.1,11226.1,6197.3,4492.8,8601.7,8498.1,4482.6,2892.9,10195.4,4258.1,4441.6,2794.4,3129.2,3410.0,4406.8,1978.4,2518.1,5255.7,2741.3,2300.8,1899.6,1281.5,1876.0,10997.9,1832.7,1301.3,259.2,4840.6,8457.5,3387.8,2063.3,3931.1,80.6,2119.3,1385.5,4481.8,8553.7,1773.5,1304.4,4413.7,9684.5,5204.1,1620.3,0.0,8620.3,11231.3,5854.8,11237.4,5104.3,12013.7,2194.3,8566.3,1867.7,2123.0,11624.1,3458.5,2053.7,5464.4,2609.0,2065.9,2099.3,2782.1,8667.7,2438.0,4843.0,844.7,2907.6,5041.9,7131.1,4692.7,61.8,1256.0,4697.0,3698.2,4768.5,3323.0,5859.1,3177.7,5195.0,1504.4,2102.5,1314.3,2843.5,3478.2,4494.6,3002.0,2451.9,4878.7,8477.0,3025.9,5858.0,2093.6,2114.5,5436.6,4591.1,2037.5,5851.0,5889.1,2335.0,2934.9,3070.1,3098.6,5195.9,1957.2,1548.7
minibakeriet,7540.7,7666.5,8439.0,8467.5,9636.1,8428.7,8813.5,9170.0,8455.6,7580.2,8713.8,8384.1,9763.3,1996.3,49.2,5574.4,8236.9,3498.3,9375.9,2783.2,8435.4,4969.6,9000.2,8689.2,8962.2,7811.0,3025.1,3729.5,8490.9,99.6,3185.7,5705.0,8231.6,7821.1,8303.0,8663.7,7543.4,5571.2,8159.0,7651.2,7458.8,9190.8,3642.5,8422.4,9752.8,2446.6,2823.3,7733.2,56.5,80.6,9206.0,8283.7,3374.5,3933.5,10851.4,82.5,2821.8,10841.2,9251.5,4519.1,8824.5,10800.2,9153.0,9487.8,4987.0,3649.7,8337.0,8876.7,3184.6,7469.0,8659.4,8258.2,7640.1,8234.6,3146.3,8191.3,7659.9,7820.8,5653.2,2781.2,4968.9,8421.9,4725.9,7976.5,8477.9,7744.1,10840.4,148.6,8132.1,7663.0,3658.1,4008.2,5998.9,7978.9,8032.0,0.0,3379.7,8717.1,3385.8,3033.2,4975.9,8552.9,160.2,8226.3,8481.6,3772.5,4961.9,8412.3,11823.0,8967.6,8424.5,8457.9,9140.7,49.0,8796.6,5655.6,7203.3,9266.2,5836.7,2233.7,3436.1,8037.7,7614.6,5610.2,10056.8,11127.1,5045.0,8721.4,4882.6,3167.9,7863.0,8461.1,7672.9,9202.1,5017.9,10853.2,9360.6,8810.5,5741.6,2800.7,9384.5,8720.3,8452.2,8473.1,11795.2,10949.7,8396.1,8713.3,8751.4,8693.6,5148.9,9428.7,9457.2,3124.8,8315.8,7907.3
"Måløy, 6700 Måløy",10805.0,10930.8,11703.3,11731.8,12900.4,11693.0,12077.8,12434.3,11719.9,10844.5,11978.1,11648.4,13027.6,1400.0,3385.3,8655.7,11501.2,306.5,12640.2,6059.2,11699.7,8050.9,12264.5,11965.2,12226.5,11075.3,6289.4,6993.8,11755.2,3386.6,6450.0,8981.0,11495.9,11085.4,11567.3,11928.0,10807.7,8652.5,11423.3,10915.5,10734.8,12455.1,6906.8,11686.7,13017.1,5710.9,6099.3,10997.5,3417.7,3428.1,12470.3,11548.0,5.2,7209.5,14115.7,3443.7,6097.8,14105.5,12515.8,7795.1,12100.5,14064.5,12417.3,12752.1,8068.3,6914.0,11601.3,12141.0,6448.9,10745.0,11923.7,11522.5,10904.4,11498.9,303.2,11455.6,10924.2,11085.1,8929.2,6057.2,8050.2,11686.2,7422.4,11240.8,11742.2,11008.4,14104.7,3412.9,11396.4,10927.3,6922.4,7284.2,8695.4,11243.2,11296.3,3430.3,0.0,11993.1,38.4,6297.5,8262.9,11817.2,3447.2,11490.6,11745.9,444.7,8043.2,11676.6,15087.3,12231.9,11688.8,11722.2,12405.0,3417.7,12060.9,8931.6,10467.6,12530.5,8533.2,5509.7,6700.4,11302.0,10878.9,8886.2,13321.1,14391.4,8126.3,11997.4,8146.9,6432.2,11127.3,11725.4,10937.2,12466.4,8099.2,14117.5,12624.9,12074.8,9017.6,6076.7,12648.8,11996.3,11716.5,11737.4,15059.5,14214.0,11660.4,11989.3,12027.4,11957.9,8413.2,12693.0,12721.5,6389.1,11580.1,11171.6
"Valldal, 6210 Valldal",5097.3,4732.5,5379.6,5408.1,6576.7,5369.3,5754.1,4533.9,5396.2,4927.4,5654.4,5324.7,5127.2,10588.8,8708.8,7119.2,5177.5,12090.8,2906.3,7165.2,5376.0,7841.7,5940.8,64.2,4326.1,5633.9,8278.3,8678.5,3885.2,8607.0,8203.6,3127.5,5172.2,4603.7,5243.6,5526.7,4882.0,7109.1,5099.6,4668.5,5216.0,6131.4,8631.6,5363.0,5116.7,7108.4,7216.8,4673.8,8678.9,8629.9,6146.6,5224.3,11967.0,4780.3,4161.5,8649.9,7179.3,6205.1,6192.1,5437.5,1611.8,4921.2,4516.9,6428.4,7863.2,8600.1,5277.6,3588.1,8202.5,5226.2,5600.0,5198.8,4667.3,5175.2,11738.8,5136.3,4727.9,5643.7,3113.6,7178.2,7841.0,5362.5,8384.3,5799.4,5418.5,4574.4,4150.5,8658.6,5130.1,4617.3,8607.0,5949.9,9657.3,4923.9,5854.9,8668.5,11972.2,0.0,11978.3,8265.6,10760.9,5493.5,8614.5,5166.9,3875.9,12365.0,7911.7,5352.9,7186.9,5233.6,5365.1,5398.5,3681.9,8715.9,3732.0,3078.1,5018.8,4800.2,9495.1,6530.5,8753.1,5860.6,4668.6,3330.5,5420.7,4169.7,7776.2,4.3,7371.0,8219.3,4862.5,5401.7,4633.9,6142.7,7931.4,4163.3,2913.7,4174.4,3210.5,7145.3,6325.1,9.1,5392.8,5413.7,7159.1,4259.8,5336.7,7.5,64.8,3700.0,7128.2,6369.3,6397.8,8180.3,5256.4,4944.5
"Måløy, 6700 Måløy",10807.7,10933.5,11706.0,11734.5,12903.1,11695.7,12080.5,12437.0,11722.6,10847.2,11980.8,11651.1,13030.3,1402.7,3388.0,8658.4,11503.9,309.2,12642.9,6061.9,11702.4,8053.6,12267.2,11967.9,12229.2,11078.0,6292.1,6996.5,11757.9,3389.3,6452.7,8983.7,11498.6,11088.1,11570.0,11930.7,10810.4,8655.2,11426.0,10918.2,10737.5,12457.8,6909.5,11689.4,13019.8,5713.6,6102.0,11000.2,3420.4,3430.8,12473.0,11550.7,36.4,7212.2,14118.4,3446.4,6100.5,14108.2,12518.5,7797.8,12103.2,14067.2,12420.0,12754.8,8071.0,6916.7,11604.0,12143.7,6451.6,10747.7,11926.4,11525.2,10907.1,11501.6,305.9,11458.3,10926.9,11087.8,8931.9,6059.9,8052.9,11688.9,7425.1,11243.5,11744.9,11011.1,14107.4,3415.6,11399.1,10930.0,6925.1,7286.9,8698.1,11245.9,11299.0,3433.0,41.6,11995.8,0.0,6300.2,8265.6,11819.9,3449.9,11493.3,11748.6,441.0,8045.9,11679.3,15090.0,12234.6,11691.5,11724.9,12407.7,3420.4,12063.6,8934.3,10470.3,12533.2,8535.9,5512.4,6703.1,11304.7,10881.6,8888.9,13323.8,14394.1,8129.0,12000.1,8149.6,6434.9,11130.0,11728.1,10939.9,12469.1,8101.9,14120.2,12627.6,12077.5,9020.3,6079.4,12651.5,11999.0,11719.2,11740.1,15062.2,14216.7,11663.1,11992.0,12030.1,11960.6,8415.9,12695.7,12724.2,6391.8,11582.8,11174.3
Naustet Grill,4607.7,4733.5,5506.0,5534.5,6703.1,5495.7,5880.5,6237.0,5522.6,4647.2,5780.8,5451.1,6830.3,5459.7,3636.4,2641.4,5303.9,6961.7,6442.9,3435.3,5502.4,2036.6,6067.2,8246.5,6029.2,4878.0,12.7,796.5,5557.9,3534.6,169.2,5262.3,5298.6,4888.1,5370.0,5730.7,4610.4,2638.2,5226.0,4718.2,4941.7,6257.8,709.5,5489.4,6819.8,1153.5,3475.4,4800.2,3606.5,3557.5,6273.0,5350.7,6837.9,3490.8,7918.4,3577.5,3473.9,7908.2,6318.5,5171.2,7683.7,7867.2,6220.0,6554.8,2054.0,716.7,5404.0,5943.7,168.1,4951.9,5726.4,5325.2,4707.1,5301.6,6609.7,5258.3,4726.9,4887.8,5210.5,3433.3,2035.9,5488.9,1792.9,5043.5,5544.9,4811.1,7907.4,3529.5,5199.1,4730.0,725.1,4660.3,3065.9,5045.9,5099.0,3596.1,6843.1,8274.4,6849.2,0.0,6989.5,5619.9,3542.1,5293.3,5548.6,7235.9,2028.9,5479.3,8890.0,6034.6,5491.5,5524.9,6207.7,3643.5,5863.6,5212.9,4270.3,6333.2,2903.7,2106.9,503.1,5104.7,4681.6,5167.5,7123.8,8194.1,2112.0,8278.7,1949.6,172.0,4930.0,5528.1,4739.9,6269.1,2084.9,7920.2,6427.6,5877.5,5298.9,3452.8,6451.5,8277.6,5519.2,5540.1,8862.2,8016.7,5463.1,8270.6,8308.7,5760.6,2215.9,6495.7,6524.2,108.3,5382.8,4974.3
