,Depot,"Rådhusplassen 1, 6002 Ålesund",Joker Geiranger,"Geiranger, 6216 Geiranger","Langsten, 6264 Tennfjord",Anno,"Ålesund, 6002 Ålesund",Atlanterhavsparken,"Borgundvegen 340, 6015 Ålesund","Borgundvegen 92, 6008 Ålesund",Bunnpris Brattvåg,BROGATA 1,Bunnpris Bryggja,Bunnpris Eid,Bunnpris Hareid,"Ikornes, 6222 Ikornnes",Bunnpris Langevåg,Bunnpris Nørve,Bunnpris Oldeide,Bunnpris Olden,Bunnpris Sjøholt,SKAREGATA 1,Bunnpris Spjelkavik,Bunnpris Stad,Bunnpris Straumgjerde,Bunnpris Stryn,NEDRE STRANDGATE 9,Bunnpris Ulsteinvik,Bunnpris Valderøy,Bunnpris Valldal,Bunnpris Vatne,Bunnpris Vedde,Bunnpris Volda,Bunnpris Ørsta,"Digernessundet, 6057 Ellingsøy",Gamle Blindheimsveg 25,Eurospar Hareid,LARSGÅRDSVEGEN 19,Eurospar Moa,Eurospar Sykkylven,Eurospar Valderøy,Eurospar Ørsta,Rasmus Rønnebergs gate 21,"Brattvåg, 6270 Brattvåg","Valderhaug, 6050 Valderøya","Hovdebygda, 6160 Hovdebygda","Haramsøya, 6270 Brattvåg","Spjelkavik, 6010 Ålesund",Joker Bellingen,Joker Fiksdal,Joker Flatraket,Godøya post i butikk,Joker Gursken,"Hellesylt, 6218 Hellesylt",Joker Larsnes,Joker Loen,Joker Stordal,Joker Sæbø,Joker Tomrefjord,Joker,Joker Vatne,Vigra post i butikk,Joker Åheim,Joker Åram,Kiwi Meieribygget Ørsta,"Volda, 6100 Volda",SUNDGATA 8,Kiwi Skodje,Kiwi Volda,Kiwi Sykkylven,SKARBØVIKGATA 25,NØRVEGATA 23,SPJELKAVIKVEGEN 42,Kiwi Deknepollen,"Eggesbønes, 6008 Ålesund",NEDRE KLOKKERSUNDVEGEN 2,FLISNESVEGEN 1,"Kverve, 6008 Ålesund","Fiskarstrand, 6037 Eidsnes",Kiwi Stranda,Kiwi Stryn,Kiwi Ulsteinvik,"Valderøy, 6050 Valderøya",RASMUS RØNNEBERGS GATE 6,Kiwi Myrvåg,Kiwi Langevåg,NEDRE STRANDGATE 51,LERSTADVEGEN 545,Kiwi Vestnes,Kiwi Nordfjordeid,SMEDGARDEN 1,"Vallekrysset, 6013 Ålesund","Ørsta, 6150 Ørsta",Meny Fosnavåg,LERSTADVEGEN 291,"Ulsteinvik, 6065 Ulsteinvik","Ålesund, 6008 Ålesund",Rabbevågen barnehage,"Storgata 16, 6002 Ålesund",Solsikka barnehage,SOLAVÅGSEIDET 76,Spar Ellingsøy,Spar Fiskåbygd,Spar Fosnavåg,Spar Hornindal,Spar Hovdebygda,Spar Langevåg,Spar Raudeberg,Spjelkavikvegen 61,Spar Straumane,Spar Svingen,Spar Søvik,Spar Tresfjord,Spar Ulsteinvik,Spar Valldal,Spar Vartdal,Spar Volda,Øvre Geilegrend 1,Esso Spjelkavik,"Ålesund lufthavn, 6040 Vigra",St1 Vegsund,St1 Vestnes,St1 Ørsta,"Vigra, 6040 Vigra",Sunde barnehage,Tennfjord barnehage,"Torvmyrane, 6010 Ålesund","Valldal, 6210 Valldal","Fosnavåg, 6090 Fosnavåg","Parkvegen 35, 6003 Ålesund"
Spar Hornindal,6619.7,7522.7,5894.2,5912.7,8538.9,7507.7,7534.6,7892.5,7304.3,7342.5,8692.0,7639.5,4104.3,2224.3,4730.0,5256.6,7139.5,7315.9,5606.3,2503.3,7906.7,7510.9,6741.8,6575.2,4741.5,1374.4,7514.4,4125.2,8079.2,6495.0,7890.9,6890.0,2116.9,2835.5,7419.6,6622.4,4726.8,7238.0,6730.2,5264.6,8269.8,2726.5,7501.4,8681.5,8285.0,2577.1,9769.9,6745.5,2839.0,9125.4,5379.8,8330.5,4585.1,1739.3,4920.4,2043.2,6630.3,2825.0,9728.9,4005.9,8081.7,8566.8,5004.2,7191.6,2755.7,2042.2,7416.0,7547.9,2041.1,5274.8,7738.4,7337.2,6719.1,5254.3,7313.6,7270.3,6721.3,7382.0,6899.8,3459.0,1372.4,4124.5,7792.8,7500.9,3881.5,7055.5,7556.9,6823.1,9169.0,2174.1,7211.1,6742.0,2712.5,5154.5,7057.9,4142.6,7310.6,6578.8,7503.5,6230.3,6282.3,8345.2,6217.6,4992.3,0.0,2591.7,7116.7,5888.6,6693.6,3992.3,3416.0,8985.5,9188.2,4200.6,6527.2,3961.6,2057.9,6942.0,6760.5,8281.1,6559.2,9181.8,2725.0,8463.5,6255.0,7908.7,8046.6,6522.9,5005.6,7396.3
Spar Hovdebygda,4191.7,5094.7,8450.0,8468.5,6261.2,5079.7,5106.6,5464.5,4876.3,4914.5,6414.3,5211.5,5954.6,4131.3,2469.0,4517.7,4711.5,4887.9,7456.6,5059.1,6026.9,5082.9,4313.8,7251.5,4882.3,3930.2,5086.4,1864.2,5651.2,8741.4,5613.2,4462.0,503.5,380.5,5141.9,4194.4,2465.8,4810.0,4302.2,4525.7,5841.8,293.5,5073.4,6403.8,5857.0,64.8,7492.2,4317.5,1833.4,6847.7,7230.1,5902.5,2324.1,3985.7,2659.4,4599.0,7267.7,1819.4,7451.2,6561.7,5804.0,6138.8,5627.2,5501.7,300.7,637.7,4988.0,5527.7,663.0,4535.9,5310.4,4909.2,4291.1,7104.6,4885.6,4842.3,4310.9,4954.0,4471.8,5705.4,3928.2,1863.5,5364.8,5072.9,1620.5,4627.5,5128.9,4395.1,7491.4,4024.4,4783.1,4314.0,309.1,2893.5,4629.9,1881.6,4882.6,4150.8,5075.5,4640.8,3854.3,5917.2,4628.1,2731.3,2601.8,0.0,4688.7,7738.9,4265.6,1731.3,5662.4,6707.8,7778.1,1939.6,8773.6,1533.6,602.3,4514.0,4332.5,5853.1,4131.2,7504.2,284.2,6035.5,3827.0,5631.0,5618.6,8769.3,2744.6,4968.3
Spar Langevåg,1188.1,2091.1,7863.7,7882.2,3257.6,2076.1,2103.0,2460.9,1872.7,1910.9,3410.7,2207.9,9901.3,8666.6,2672.0,2779.1,85.0,1884.3,11355.9,9594.4,3023.3,2079.3,1310.2,10647.5,3217.2,8465.5,2082.8,3394.5,2647.6,5832.9,2609.6,255.4,5102.2,4491.2,2138.3,1190.8,2661.9,1806.4,1298.6,2712.1,2838.2,4444.3,2069.8,3400.2,2853.4,4684.1,4488.6,1313.9,6077.8,3844.1,11129.4,2898.9,4640.7,6203.3,4976.0,9134.3,4264.1,6063.8,4447.6,11097.0,2800.4,3135.2,9023.2,8118.2,4412.8,5236.4,1984.4,2524.1,5261.7,2747.3,2306.8,1905.6,1287.5,11003.9,1882.0,1838.7,1307.3,1950.4,265.2,4846.6,8463.5,3393.8,2361.2,2069.3,3937.1,86.6,2125.3,1391.5,4487.8,8559.7,1779.5,1310.4,4419.7,5210.1,1626.3,3416.0,1879.0,1147.2,2071.9,8036.8,850.7,2913.6,8024.1,5047.9,7137.1,4698.7,0.0,11638.2,1262.0,3535.3,4703.0,3704.2,4774.5,3329.0,5865.1,3183.7,5201.0,1510.4,1328.9,2849.5,1127.6,4500.6,4461.6,3031.9,984.7,2627.4,2615.0,5860.8,5061.2,1964.7
Spar Raudeberg,11190.5,12093.5,10964.5,10983.0,13260.0,12078.5,12105.4,12463.3,11875.1,11913.3,13413.1,12210.3,1785.5,3770.8,9041.2,11112.3,11710.3,11886.7,692.0,7573.6,13025.7,12081.7,11312.6,4220.8,10597.2,6444.7,12085.2,8436.4,12650.0,12350.7,12612.0,11460.8,6674.9,7379.3,12140.7,11193.2,9038.0,11808.8,11301.0,11120.3,12840.6,7292.3,12072.2,13402.6,12855.8,7071.3,14491.0,11316.3,7988.4,13846.5,1450.3,12901.3,7048.6,7595.0,6693.4,7113.5,12486.0,7974.4,14450.0,8168.7,12802.8,13137.6,2649.8,4839.7,7299.5,6835.5,11986.8,12526.5,6834.4,11130.5,12309.2,11908.0,11289.9,688.7,11884.4,11841.1,11309.7,11952.8,11470.6,9314.7,6442.7,8435.7,12363.6,12071.7,7807.9,11626.3,12127.7,11393.9,14490.2,3798.4,11781.9,11312.8,7307.9,9080.9,11628.7,8453.8,11881.4,11149.6,12074.3,3875.9,10853.1,12916.0,3863.2,8918.7,5895.2,7085.9,11687.5,0.0,11264.4,8303.5,9271.7,13706.6,14776.9,8511.8,12382.9,8532.4,6817.7,11512.8,11331.3,12851.9,11130.0,14503.0,7283.0,13034.3,10825.8,12629.8,12617.4,12378.6,8932.0,11967.1
Spjelkavikvegen 61,490.3,912.9,6648.7,6667.2,2042.6,897.9,924.8,1282.7,694.5,732.7,2195.7,1029.7,9741.5,8246.9,2512.2,1871.9,1276.4,706.1,11196.1,9174.7,1808.3,901.1,48.2,10487.7,2310.0,8045.8,904.6,3234.7,1469.4,4617.9,1394.6,1026.9,4682.5,4071.5,923.3,283.6,2502.1,628.2,120.4,1804.9,1660.0,4024.6,891.6,2185.2,1675.2,4264.4,3273.6,135.7,5658.1,2629.1,10969.6,1720.7,4480.9,5296.1,4816.2,8714.6,3049.1,5644.1,3232.6,10677.3,1585.4,1957.0,8863.4,7958.4,3993.1,4816.7,806.2,1309.1,4842.0,1840.1,1128.6,727.4,25.5,10844.1,703.8,660.5,400.1,772.2,1036.7,3939.4,8043.8,3234.0,1183.0,891.1,3777.3,1192.4,947.1,159.2,3272.8,8140.0,601.3,115.4,4000.0,5050.3,448.1,3256.2,700.8,333.5,893.7,7877.0,411.8,1735.4,7864.3,4888.1,6717.4,4279.0,1253.6,11478.4,0.0,3375.5,3795.8,2489.2,3559.5,3169.2,4650.1,2764.0,4781.3,332.2,70.7,1671.3,220.4,3285.6,4041.9,1853.7,565.0,1412.4,1436.8,4645.8,4901.4,786.5
Spar Straumane,3336.2,4239.2,9837.0,9855.5,5405.7,4224.2,4251.1,4609.0,4020.8,4059.0,5558.8,4356.0,6559.2,5518.3,938.3,4927.2,3595.0,4032.4,8013.8,6446.1,5171.4,4227.4,3458.3,7305.4,5365.3,5317.2,4230.9,333.5,4795.7,7981.0,4757.7,3345.5,1890.5,2010.4,4286.4,3338.9,935.1,3954.5,3446.7,4860.2,4986.3,1923.4,4217.9,5548.3,5001.5,1711.3,6636.7,3462.0,3463.3,5992.2,7787.3,5047.0,1298.6,5372.7,1633.9,5986.0,6412.2,3449.3,6595.7,7948.7,4948.5,5283.3,5681.1,4776.1,1930.6,2024.7,4132.5,4672.2,2050.0,4895.4,4454.9,4053.7,3435.6,7661.8,4030.1,3986.8,3455.4,4098.5,3355.3,6994.7,5315.2,332.8,4509.3,4217.4,595.0,3511.0,4273.4,3539.6,6635.9,5411.4,3927.6,3458.5,1939.0,1868.0,3774.4,350.9,4027.1,3295.3,4220.0,4694.7,2998.8,5061.7,4682.0,1705.8,3988.8,1725.9,3572.2,8296.1,3410.1,0.0,6851.1,5852.3,6922.6,408.9,8013.2,3163.5,1989.3,3658.5,3477.0,4997.6,3275.7,6648.7,1914.1,5180.0,3132.8,4775.5,4763.1,8008.9,1719.1,4112.8
Spar Svingen,3950.5,4623.0,5336.9,5355.4,5292.5,4608.0,4634.9,4992.8,4404.6,4442.8,5445.6,4739.8,7485.1,5605.1,5972.4,2010.2,4736.6,4416.2,8987.1,5884.1,4660.3,4611.2,3842.1,9956.0,1495.1,4755.2,4614.7,6694.9,5179.5,3306.1,4644.5,4487.1,5174.6,5893.2,4173.2,3629.0,5962.3,4338.3,3830.5,2018.2,5370.1,5784.2,4601.7,5435.1,5385.3,5634.8,6523.5,3845.8,4432.2,5879.0,8760.6,5430.8,7642.8,1676.6,7978.1,5424.0,3441.4,4428.5,6482.5,7386.7,4835.3,5667.1,8385.0,10249.3,5813.4,5099.9,4516.3,4301.5,5098.8,2028.4,4838.7,4437.5,3819.4,8635.1,4413.9,4370.6,3474.9,4482.3,4496.9,270.1,4753.2,6694.2,4893.1,4601.2,6939.2,4652.6,4657.2,3923.4,5980.1,5554.9,4311.4,3842.3,5770.2,8212.2,4158.2,6716.4,4410.9,3793.7,4603.8,9388.4,3872.0,5118.6,9375.7,8050.0,3426.8,5649.4,4713.8,9269.4,3793.9,6835.7,0.0,5739.1,5999.3,6629.4,3338.3,4849.4,5115.6,4042.3,3860.8,5381.4,3629.8,5992.9,5782.7,5563.8,4025.2,4662.3,5146.9,3334.0,8063.3,4496.6
Spar Søvik,2918.7,3173.2,7409.6,7428.1,1820.9,3158.2,3185.1,3543.0,2987.3,3025.5,1181.3,3290.0,12169.9,10675.3,4940.6,3811.7,3704.8,2998.9,13624.5,11443.4,2569.2,3161.4,2527.4,12916.1,4249.8,10314.5,3164.9,5663.1,3295.5,5378.8,1172.9,3455.3,7110.9,6499.9,1694.2,2712.0,4930.5,2921.0,2489.9,3744.7,3486.1,6453.0,3151.9,1196.5,3501.3,6692.8,799.2,2553.9,8086.5,2407.4,13398.0,3546.8,6909.3,7235.9,7244.6,10983.3,3810.0,8072.5,3010.9,12946.0,1363.7,3783.1,11291.8,10386.8,6421.5,7245.1,3066.5,1832.3,7270.4,3779.9,3388.9,3020.2,2488.7,13272.5,2996.6,2957.7,2828.5,3065.0,3465.1,5879.2,10312.5,5662.4,3443.3,3151.4,6205.7,3620.8,3207.4,2395.8,3797.4,10568.4,2951.5,2438.7,6428.4,7478.7,2745.3,5684.6,2993.6,2761.9,3154.0,10305.4,2840.2,2105.0,10292.7,7316.5,8986.1,6707.4,3682.0,13906.8,2490.0,5803.9,5735.6,0.0,4320.4,5597.6,5411.0,5192.4,7209.7,2683.9,2441.0,3497.4,2648.8,3810.2,6470.3,3679.8,2993.4,1160.4,2538.4,5406.7,7329.8,3079.3
Spar Tresfjord,4021.3,4308.3,6175.3,6193.8,3721.4,4293.3,4320.2,4678.1,4089.9,4128.1,4051.2,4425.1,13253.4,11373.4,6043.2,4511.0,4807.4,4101.5,14727.1,11652.4,1830.3,4296.5,3630.0,14018.7,4949.1,10523.5,4300.0,6765.7,4864.8,4144.5,3250.1,4557.9,8213.5,7602.5,2809.2,3806.0,6033.1,4023.6,3592.5,4444.0,5055.4,7555.6,4287.0,4040.7,5070.6,7795.4,5129.1,3656.5,9189.1,2274.8,14500.6,5116.1,8011.9,7444.9,8347.2,11192.3,2575.7,9175.1,1670.0,13155.0,3386.0,5352.4,12394.4,11489.4,7524.1,8347.7,4201.6,2512.1,8373.0,4479.2,4524.0,4122.8,3591.3,14375.1,4099.2,4060.3,3651.9,4167.6,4567.7,5778.2,10521.5,6765.0,4578.4,4286.5,7308.3,4723.4,4342.5,3498.4,899.3,11323.2,4054.1,3541.3,7531.0,8581.3,3847.9,6787.2,4096.2,3864.5,4289.1,11408.0,3942.8,3724.2,11395.3,8419.1,9195.1,7810.0,4784.6,15009.4,3592.6,6906.5,5995.1,4344.7,0.0,6700.2,4176.7,6295.0,8312.3,3786.5,3543.6,5066.7,3751.4,912.1,7572.9,5249.1,4096.0,3267.9,4157.6,4172.4,8432.4,4181.9
Spar Ulsteinvik,3133.3,4036.3,9808.9,9827.4,5202.8,4021.3,4048.2,4406.1,3817.9,3856.1,5355.9,4153.1,6782.6,5741.7,735.4,4724.3,3392.1,3829.5,8237.2,6669.5,4968.5,4024.5,3255.4,7528.8,5162.4,5540.6,4028.0,239.8,4592.8,7778.1,4554.8,3142.6,2113.9,2233.8,4083.5,3136.0,732.2,3751.6,3243.8,4657.3,4783.4,2146.8,4015.0,5345.4,4798.6,1934.7,6433.8,3259.1,3686.7,5789.3,8010.7,4844.1,1522.0,5596.1,1857.3,6209.4,6209.3,3672.7,6392.8,8172.1,4745.6,5080.4,5904.5,4999.5,2154.0,2248.1,3929.6,4469.3,2273.4,4692.5,4252.0,3850.8,3232.7,7885.2,3827.2,3783.9,3252.5,3895.6,3152.4,6791.8,5538.6,239.1,4306.4,4014.5,818.4,3308.1,4070.5,3336.7,6433.0,5634.8,3724.7,3255.6,2162.4,2091.4,3571.5,172.3,3824.2,3092.4,4017.1,4918.1,2795.9,4858.8,4905.4,1929.2,4212.2,1949.3,3369.3,8519.5,3207.2,416.6,6648.2,5649.4,6719.7,0.0,7810.3,3386.9,2212.7,3455.6,3274.1,4794.7,3072.8,6445.8,2137.5,4977.1,2929.9,4572.6,4560.2,7806.0,1942.5,3909.9
Spar Valldal,5101.6,5388.6,2709.5,2728.0,4978.4,5373.6,5400.5,5758.4,5170.2,5208.4,5131.5,5505.4,10593.1,8713.1,7123.5,5212.3,5887.7,5181.8,12095.1,8339.9,2910.6,5376.8,4710.3,13064.0,4697.2,7169.5,5380.3,7846.0,5945.1,68.5,4330.4,5638.2,8282.6,8682.8,3889.5,4886.3,7113.4,5103.9,4672.8,5220.3,6135.7,8635.9,5367.3,5121.0,6150.9,8742.8,6209.4,4736.8,7540.2,5530.3,11868.6,6196.4,9092.2,4784.6,9427.5,7879.8,1616.1,7536.5,4925.5,9842.5,4521.2,6432.7,11493.0,12569.7,8604.4,8207.9,5281.9,3592.4,8206.8,5230.5,5604.3,5203.1,4671.6,11743.1,5179.5,5140.6,4732.2,5247.9,5648.0,3117.9,7182.5,7845.3,5658.7,5366.8,8388.6,5803.7,5422.8,4578.7,4154.8,8662.9,5134.4,4621.6,8611.3,9661.6,4928.2,7867.5,5176.5,4944.8,5369.4,12488.3,5023.1,4804.5,12475.6,9499.4,6534.8,8757.4,5864.9,12377.4,4672.9,7986.8,3334.8,5425.0,4174.0,7780.5,0.0,7375.3,8223.6,4866.8,4623.9,6147.0,4831.7,4167.6,8653.2,6329.4,5176.3,4348.2,5237.9,4.3,9512.7,5262.2
Spar Vartdal,2679.5,3582.5,9355.1,9373.6,4749.0,3567.5,3594.4,3952.3,3364.1,3402.3,4902.1,3699.3,7325.4,5502.1,3890.7,3005.5,3199.3,3375.7,8827.4,6429.9,4514.7,3570.7,2801.6,8685.7,3370.1,5301.0,3574.2,3285.9,4139.0,7324.3,4101.0,2949.8,1937.7,1326.7,3629.7,2682.2,3887.5,3297.8,2790.0,3013.5,4329.6,1279.8,3561.2,4891.6,4344.8,1519.6,5980.0,2805.3,2913.3,5335.5,8600.9,4390.3,3745.8,5356.5,4081.1,5969.8,5755.5,2899.3,5939.0,7932.5,4291.8,4626.6,7061.4,6935.9,1248.3,2071.9,3475.8,4015.5,2097.2,3023.7,3798.2,3397.0,2778.9,8475.4,3373.4,3330.1,2798.7,3441.8,2959.6,4999.5,5299.0,3285.2,3852.6,3560.7,3042.2,3115.3,3616.7,2882.9,5979.2,5395.2,3270.9,2801.8,1255.2,4315.2,3117.7,3303.3,3370.4,2638.6,3563.3,6075.0,2342.1,4405.0,6062.3,4153.0,3972.6,1534.2,3176.5,9109.7,2753.4,3153.0,4855.9,5195.6,6265.9,3361.3,7356.5,0.0,2036.5,3001.8,2820.3,4340.9,2619.0,5992.0,1297.1,4523.3,2314.8,4118.8,4106.4,7352.2,4166.3,3456.1
Spar Volda,4694.1,5597.1,7907.4,7925.9,6763.6,5582.1,5609.0,5966.9,5378.7,5416.9,6916.7,5713.9,5412.0,3588.7,2727.8,5020.1,5213.9,5390.3,6914.0,4516.5,6529.3,5585.3,4816.2,6984.4,5384.7,3387.6,5588.8,2123.0,6153.6,8198.8,6115.6,4964.4,161.6,882.9,5644.3,4696.8,2724.6,5312.4,4804.6,5028.1,6344.2,795.9,5575.8,6906.2,6359.4,574.9,7994.6,4819.9,1642.5,7350.1,6687.5,6404.9,2582.9,3443.1,2918.2,4056.4,7770.1,1628.5,7953.6,6019.1,6306.4,6641.2,5360.1,5234.6,803.1,77.0,5490.4,6030.1,120.4,5038.3,5812.8,5411.6,4793.5,6562.0,5388.0,5344.7,4813.3,5456.4,4974.2,5162.8,3385.6,2122.3,5867.2,5575.3,1879.3,5129.9,5631.3,4897.5,7993.8,3481.8,5285.5,4816.4,811.5,3152.3,5132.3,2140.4,5385.0,4653.2,5577.9,4373.7,4356.7,6419.6,4361.0,2990.1,2059.2,589.5,5191.1,7196.3,4768.0,1990.1,5119.8,7210.2,8280.5,2198.4,8231.0,2036.0,0.0,5016.4,4834.9,6355.5,4633.6,8006.6,786.6,6537.9,4329.4,6133.4,6121.0,8226.7,3003.4,5470.7
Øvre Geilegrend 1,731.6,730.6,6859.7,6878.2,2253.6,715.6,742.5,1100.4,512.2,550.4,2406.7,847.4,9982.8,8488.2,2753.5,2113.2,1517.7,523.8,11437.4,9416.0,2019.3,718.8,379.2,10729.0,2551.3,8287.1,722.3,3476.0,1287.1,4828.9,1605.6,1268.2,4923.8,4312.8,1134.3,524.9,2743.4,445.9,267.5,2046.2,1477.7,4265.9,709.3,2396.2,1492.9,4505.7,3484.6,246.5,5899.4,2840.1,11210.9,1538.4,4722.2,5537.4,5057.5,8955.9,3260.1,5885.4,3443.6,10918.6,1796.4,1774.7,9104.7,8199.7,4234.4,5058.0,623.9,1520.1,5083.3,2081.4,946.3,545.1,324.4,11085.4,521.5,429.9,641.4,589.9,1278.0,4180.7,8285.1,3475.3,1000.7,708.8,4018.6,1433.7,764.8,375.3,3483.8,8381.3,370.7,288.8,4241.3,5291.6,217.5,3497.5,518.5,574.8,711.4,8118.3,653.1,1553.1,8105.6,5129.4,6958.7,4520.3,1494.9,11719.7,331.0,3616.8,4037.1,2700.2,3770.5,3410.5,4861.1,3005.3,5022.6,0.0,290.9,1489.0,461.7,3496.6,4283.2,1671.4,806.3,1623.4,1254.5,4856.8,5142.7,604.2
Esso Spjelkavik,555.9,892.1,6600.2,6618.7,1994.1,877.1,904.0,1261.9,673.7,711.9,2147.2,1008.9,9807.1,8312.5,2577.8,1937.5,1342.0,685.3,11261.7,9240.3,1759.8,880.3,110.8,10553.3,2375.6,8111.4,883.8,3300.3,1448.6,4569.4,1346.1,1092.5,4748.1,4137.1,874.8,349.2,2567.7,607.4,99.9,1870.5,1639.2,4090.2,870.8,2136.7,1654.4,4330.0,3225.1,163.9,5723.7,2580.6,11035.2,1699.9,4546.5,5361.7,4881.8,8780.2,3000.6,5709.7,3184.1,10742.9,1536.9,1936.2,8929.0,8024.0,4058.7,4882.3,785.4,1260.6,4907.6,1905.7,1107.8,706.6,72.1,10909.7,683.0,620.7,465.7,751.4,1102.3,4005.0,8109.4,3299.6,1162.2,870.3,3842.9,1258.0,926.3,110.7,3224.3,8205.6,561.5,77.4,4065.6,5115.9,408.3,3321.8,680.0,399.1,872.9,7942.6,477.4,1714.6,7929.9,4953.7,6783.0,4344.6,1319.2,11544.0,73.4,3441.1,3861.4,2440.7,3511.0,3234.8,4601.6,2829.6,4846.9,293.9,0.0,1650.5,286.0,3237.1,4107.5,1832.9,630.6,1363.9,1416.0,4597.3,4967.0,765.7
"Ålesund lufthavn, 6040 Vigra",2089.1,1073.0,8160.9,8179.4,3067.0,1058.0,1084.9,1442.8,1236.3,1066.9,3220.1,1189.8,11340.3,9845.7,4111.0,3470.7,2875.2,1040.3,12794.9,10773.5,3320.5,1061.2,1735.3,12086.5,3908.8,9644.6,1064.7,4833.5,586.4,6130.1,2419.0,2625.7,6281.3,5670.3,2435.5,1882.4,4100.9,1178.8,1648.2,3403.7,530.8,5623.4,1051.7,3209.6,862.2,5863.2,4298.0,1614.7,7256.9,3653.5,12568.4,907.7,6079.7,6894.9,6415.0,10313.4,4561.3,7242.9,4257.0,12276.1,2609.8,285.7,10462.2,9557.2,5591.9,6415.5,966.3,2608.8,6440.8,3438.9,1288.7,1061.6,1696.6,12442.9,1254.4,1217.5,1998.9,1070.3,2635.5,5538.2,9642.6,4832.8,1343.1,1051.2,5376.1,2791.2,1107.2,1643.2,4785.0,9738.8,1388.9,1609.1,5598.8,6649.1,1348.1,4855.0,1017.8,1932.3,1053.8,9475.8,2010.6,1455.9,9463.1,6486.9,8316.2,5877.8,2852.4,13077.2,1688.5,4974.3,5394.6,3513.6,5071.7,4768.0,6162.3,4362.8,6380.1,1468.5,1663.1,0.0,1819.2,4797.8,5640.7,182.4,2163.8,2436.8,1157.3,6158.0,6500.2,1103.5
St1 Vegsund,354.6,1027.1,6799.7,6818.2,2193.6,1012.1,1039.0,1396.9,808.7,846.9,2346.7,1143.9,9605.8,8111.2,2376.5,1692.2,1140.7,820.3,11060.4,9039.0,1959.3,1015.3,246.2,10352.0,2130.3,7910.1,1018.8,3099.0,1583.6,4768.9,1545.6,891.2,4546.8,3935.8,1074.3,97.7,2366.4,742.4,234.6,1625.2,1774.2,3888.9,1005.8,2336.2,1789.4,4128.7,3424.6,249.9,5522.4,2780.1,10833.9,1834.9,4345.2,5116.4,4680.5,8578.9,3200.1,5508.4,3383.6,10541.6,1736.4,2071.2,8727.7,7822.7,3857.4,4681.0,920.4,1460.1,4706.3,1660.4,1242.8,841.6,223.5,10708.4,818.0,774.7,220.4,886.4,901.0,3759.7,7908.1,3098.3,1297.2,1005.3,3641.6,1056.7,1061.3,327.5,3423.8,8004.3,715.5,246.4,3864.3,4914.6,562.3,3120.5,815.0,197.8,1007.9,7741.3,276.1,1849.6,7728.6,4752.4,6581.7,4143.3,1117.9,11342.7,198.0,3239.8,3616.1,2640.2,3710.5,3033.5,4801.1,2628.3,4645.6,446.4,264.9,1785.5,0.0,3436.6,3906.2,1967.9,429.3,1563.4,1551.0,4796.8,4765.7,900.7
St1 Vestnes,3747.0,4034.0,6185.8,6204.3,2870.5,4019.0,4045.9,4403.8,3815.6,3853.8,3528.8,4150.8,12998.2,11383.9,5768.9,4236.7,4533.1,3827.2,14452.8,11662.9,1556.0,4022.2,3355.7,13744.4,4674.8,10534.0,4025.7,6491.4,4590.5,4155.0,2721.5,4283.6,7939.2,7328.2,2534.9,3531.7,5758.8,3749.3,3318.2,4169.7,4781.1,7281.3,4012.7,3518.3,4796.3,7521.1,4606.7,3382.2,8914.8,1423.9,14226.3,4841.8,7737.6,7455.4,8072.9,11202.8,2586.2,8900.8,819.1,13165.5,2535.1,5078.1,12120.1,11215.1,7249.8,8073.4,3927.3,2237.8,8098.7,4204.9,4249.7,3848.5,3317.0,14100.8,3824.9,3786.0,3377.6,3893.3,4293.4,5788.7,10532.0,6490.7,4304.1,4012.2,7034.0,4449.1,4068.2,3224.1,34.8,11333.7,3779.8,3267.0,7256.7,8307.0,3573.6,6512.9,3821.9,3590.2,4014.8,11133.7,3668.5,3449.9,11121.0,8144.8,9205.6,7535.7,4510.3,14735.1,3318.3,6632.2,6005.6,3822.3,918.4,6425.9,4187.2,6020.7,8038.0,3512.2,3269.3,4792.4,3477.1,0.0,7298.6,4974.8,3821.7,2745.5,3883.3,4182.9,8158.1,3907.6
St1 Ørsta,3950.4,4853.4,8577.0,8595.5,6019.9,4838.4,4865.3,5223.2,4635.0,4673.2,6173.0,4970.2,6081.6,4258.3,2643.0,4276.4,4470.2,4646.6,7583.6,5186.1,5785.6,4841.6,4072.5,7438.0,4641.0,4057.2,4845.1,2038.2,5409.9,8595.2,5371.9,4220.7,690.0,139.2,4900.6,3953.1,2639.8,4568.7,4060.9,4284.4,5600.5,32.6,4832.1,6162.5,5615.7,271.9,7250.9,4076.2,1669.5,6606.4,7357.1,5661.2,2498.1,4112.7,2833.4,4726.0,7026.4,1655.5,7209.9,6688.7,5562.7,5897.5,5813.7,5688.2,59.4,824.2,4746.7,5286.4,849.5,4294.6,5069.1,4667.9,4049.8,7231.6,4644.3,4601.0,4069.6,4712.7,4230.5,5832.4,4055.2,2037.5,5123.5,4831.6,1794.5,4386.2,4887.6,4153.8,7250.1,4151.4,4541.8,4072.7,67.8,3067.5,4388.6,2055.6,4641.3,3909.5,4834.2,4827.3,3613.0,5675.9,4814.6,2905.3,2728.8,286.5,4447.4,7865.9,4024.3,1905.3,5789.4,6466.5,7536.8,2113.6,8627.4,1292.3,788.8,4272.7,4091.2,5611.8,3889.9,7262.9,0.0,5794.2,3585.7,5389.7,5377.3,8623.1,2918.6,4727.0
